emisor;nombre_emisor;receptor;nombre_receptor;producto;color;tallas;codigo_producto;codigo_color;stock_inicial_receptor;stock_antes;aporte;stock_despues;cobertura_antes;cobertura_despues;url_foto
845;ECI XANADU;801;ECI PRECIADOS;261-DOOTHY;NOIR M;TS;1107198;979;2;4.0;1.0;5.0;4;5;https://content.morgandetoi.fr/el-corte-ingles/1107198-979-F.jpg
803;ECI SANCHINARRO;2094;ECI SAN JOSÉ VALDERAS;261-RDADOU;FIG;T36, T40;1104860;1160;0;0.0;3.0;3.0;0;3;https://content.morgandetoi.fr/el-corte-ingles/1104860-1160-F.jpg
869;ECI ALCALA DE HENARES;2094;ECI SAN JOSÉ VALDERAS;261-RDADOU;FIG;T34, T36, T40;1104860;1160;0;3.0;3.0;6.0;3;6;https://content.morgandetoi.fr/el-corte-ingles/1104860-1160-F.jpg
845;ECI XANADU;2094;ECI SAN JOSÉ VALDERAS;261-RDADOU;FIG;T40, T42;1104860;1160;0;6.0;2.0;8.0;6;8;https://content.morgandetoi.fr/el-corte-ingles/1104860-1160-F.jpg
857;ECI VALLADOLID ZORRILLA;1782;ECI CAMPO DE LAS NACIONES;261-RDADOU;FIG;T38, T42;1104860;1160;2;2.0;3.0;5.0;2;5;https://content.morgandetoi.fr/el-corte-ingles/1104860-1160-F.jpg
2020;ECI SALAMANCA;1782;ECI CAMPO DE LAS NACIONES;261-RDADOU;FIG;T34, T40, T42;1104860;1160;2;5.0;3.0;8.0;5;8;https://content.morgandetoi.fr/el-corte-ingles/1104860-1160-F.jpg
801;ECI PRECIADOS;805;ECI SERRANO PRINCESA;261-RDADOU;FIG;T36, T40;1104860;1160;1;1.0;2.0;3.0;1;3;https://content.morgandetoi.fr/el-corte-ingles/1104860-1160-F.jpg
832;ECI MADRID GOYA;805;ECI SERRANO PRINCESA;261-RDADOU;FIG;T34, T40;1104860;1160;1;3.0;2.0;5.0;3;5;https://content.morgandetoi.fr/el-corte-ingles/1104860-1160-F.jpg
806;ECI POZUELO;805;ECI SERRANO PRINCESA;261-RDADOU;FIG;T40, T42;1104860;1160;1;5.0;2.0;7.0;5;7;https://content.morgandetoi.fr/el-corte-ingles/1104860-1160-F.jpg
1782;ECI CAMPO DE LAS NACIONES;805;ECI SERRANO PRINCESA;251-DELI;MAGMA M;TL, TM, TS, TXL, TXS;101387;1023;2;2.0;5.0;7.0;2;7;#
803;ECI SANCHINARRO;2094;ECI SAN JOSÉ VALDERAS;251-DELI;MAGMA M;TL, TM, TS;101387;1023;1;1.0;4.0;5.0;1;5;#
801;ECI PRECIADOS;2094;ECI SAN JOSÉ VALDERAS;251-DELI;MAGMA M;TL, TXL;101387;1023;1;5.0;3.0;8.0;5;8;#
806;ECI POZUELO;845;ECI XANADU;251-DELI;MAGMA M;TL, TM, TS;101387;1023;1;1.0;3.0;4.0;1;4;#
840;ECI BERCIAL;845;ECI XANADU;251-DELI;MAGMA M;TM, TS;101387;1023;1;4.0;2.0;6.0;4;6;#
832;ECI MADRID GOYA;845;ECI XANADU;251-DELI;MAGMA M;TM, TS;101387;1023;1;6.0;2.0;8.0;6;8;#
857;ECI VALLADOLID ZORRILLA;2020;ECI SALAMANCA;251-DELI;MAGMA M;TL, TM;101387;1023;1;1.0;2.0;3.0;1;3;#
869;ECI ALCALA DE HENARES;2020;ECI SALAMANCA;251-DELI;MAGMA M;TL, TXS;101387;1023;1;3.0;2.0;5.0;3;5;#
801;ECI PRECIADOS;869;ECI ALCALA DE HENARES;261-DIANA;PIVOINE M;TL, TS, TXL;1104721;1126;1;1.0;4.0;5.0;1;5;https://content.morgandetoi.fr/el-corte-ingles/1104721-1126-F.jpg
803;ECI SANCHINARRO;869;ECI ALCALA DE HENARES;261-DIANA;PIVOINE M;TL, TM;1104721;1126;1;5.0;3.0;8.0;5;8;https://content.morgandetoi.fr/el-corte-ingles/1104721-1126-F.jpg
2020;ECI SALAMANCA;832;ECI MADRID GOYA;261-DIANA;PIVOINE M;TL, TM, TS;1104721;1126;2;2.0;3.0;5.0;2;5;https://content.morgandetoi.fr/el-corte-ingles/1104721-1126-F.jpg
805;ECI SERRANO PRINCESA;832;ECI MADRID GOYA;261-DIANA;PIVOINE M;TM, TS;1104721;1126;2;5.0;2.0;7.0;5;7;https://content.morgandetoi.fr/el-corte-ingles/1104721-1126-F.jpg
1782;ECI CAMPO DE LAS NACIONES;2094;ECI SAN JOSÉ VALDERAS;261-DIANA;PIVOINE M;TL, TS;1104721;1126;1;1.0;2.0;3.0;1;3;https://content.morgandetoi.fr/el-corte-ingles/1104721-1126-F.jpg
1782;ECI CAMPO DE LAS NACIONES;803;ECI SANCHINARRO;262-REVIDA;CHOCO M;T34, T36, T38, T40, T42;1106310;1208;6;6.0;5.0;11.0;3;6;#
2094;ECI SAN JOSÉ VALDERAS;803;ECI SANCHINARRO;262-REVIDA;CHOCO M;T34, T36, T38, T40, T42;1106310;1208;6;11.0;5.0;16.0;6;8;#
857;ECI VALLADOLID ZORRILLA;806;ECI POZUELO;262-REVIDA;CHOCO M;T34, T36, T38, T40, T42;1106310;1208;3;3.0;5.0;8.0;3;8;#
2094;ECI SAN JOSÉ VALDERAS;840;ECI BERCIAL;262-POCOTE;CHOCO M;T34, T36, T38, T40, T42;1106267;1208;3;3.0;5.0;8.0;3;8;#
857;ECI VALLADOLID ZORRILLA;832;ECI MADRID GOYA;262-POCOTE;CHOCO M;T34, T36, T38, T40, T42;1106267;1208;3;3.0;5.0;8.0;3;8;#
2020;ECI SALAMANCA;845;ECI XANADU;262-POCOTE;CHOCO M;T34, T36, T38, T40, T42;1106267;1208;3;3.0;5.0;8.0;3;8;#
2094;ECI SAN JOSÉ VALDERAS;845;ECI XANADU;262-JITTA;CHOCO M;T34, T36, T38, T40, T42;1106268;1208;3;3.0;5.0;8.0;3;8;#
1782;ECI CAMPO DE LAS NACIONES;869;ECI ALCALA DE HENARES;262-DMARTEL;CORDE M;TL, TM, TS, TXS;1106188;1215;4;4.0;4.0;8.0;4;8;#
805;ECI SERRANO PRINCESA;832;ECI MADRID GOYA;262-DMARTEL;CORDE M;TL, TM, TS, TXS;1106188;1215;3;3.0;4.0;7.0;3;7;#
801;ECI PRECIADOS;806;ECI POZUELO;262-DMARTEL;CORDE M;TL, TM, TS, TXS;1106188;1215;4;4.0;4.0;8.0;4;8;#
2094;ECI SAN JOSÉ VALDERAS;845;ECI XANADU;262-DMARTEL;CORDE M;TL, TM, TS, TXS;1106188;1215;3;3.0;4.0;7.0;3;7;#
801;ECI PRECIADOS;832;ECI MADRID GOYA;262-PRIL.F;MULTICO;T34, T36, T38, T40, T42;1106177;900;3;3.0;5.0;8.0;3;8;#
832;ECI MADRID GOYA;806;ECI POZUELO;252-VSTRIPE;MULTICO;T34, T36, T38, T40, T42;1104482;900;3;3.0;9.0;12.0;2;6;#
832;ECI MADRID GOYA;803;ECI SANCHINARRO;262-RMSEA;IVOIRE M;TL, TM, TS, TXS;1106289;978;4;4.0;4.0;8.0;4;8;#
806;ECI POZUELO;801;ECI PRECIADOS;262-RMSEA;IVOIRE M;TL, TM, TS, TXS;1106289;978;4;4.0;4.0;8.0;4;8;#
